111.206.71.51 - - [20/Nov/2015:00:00:26 +0800] "GET /zszx/map/photo/yixian/topoline.bmp HTTP/1.1" 200 867098
42.120.161.68 - - [20/Nov/2015:19:35:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C4FF1E9FB70313C1EC34DC03BACDF11F?d-49747-p=12 HTTP/1.1" 200 18988
42.156.136.68 - - [20/Nov/2015:19:35:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E3C58140A38C94AAC5F5774DD8751983?d-49747-p=4 HTTP/1.1" 200 25533
111.192.102.34 - - [20/Nov/2015:19:35:34 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [20/Nov/2015:19:35:34 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.139.68 - - [20/Nov/2015:19:35:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=535777F48A97F9C050F1277F68413E18?d-49747-p=9 HTTP/1.1" 200 25831
42.120.160.68 - - [20/Nov/2015:19:35:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D4E970376E01D1B88CCEFFDBB67934C2?d-49747-p=11 HTTP/1.1" 200 24351
42.156.137.68 - - [20/Nov/2015:19:35:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=530F7951625A0C75305D1453DE1A9278?d-49747-p=10 HTTP/1.1" 200 24801
42.156.138.68 - - [20/Nov/2015:19:35:38 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=52EA36A80169E217F7C9F7836298A1B9?d-49747-p=7 HTTP/1.1" 200 24992
42.120.161.68 - - [20/Nov/2015:19:35:39 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=35645449E3845027D3A2D6E68EABA86C?d-49747-p=1 HTTP/1.1" 200 26368
42.156.136.68 - - [20/Nov/2015:19:35:41 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0F0B36FB46146D6A470D2D98544176F1?d-49747-p=10 HTTP/1.1" 200 24801
42.156.139.68 - - [20/Nov/2015:19:35:42 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=21D53EBD43431BC749D3489C374B9833?d-49747-p=1 HTTP/1.1" 200 26368
42.120.160.68 - - [20/Nov/2015:19:35:42 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=95EC44DEE69C7034F82D92AC41AF6027?d-49747-p=4 HTTP/1.1" 200 25533
42.156.137.68 - - [20/Nov/2015:19:35:42 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=001BC8CE4495AD8E14C137F7E16B06E3?d-49747-p=4 HTTP/1.1" 200 25533
42.156.138.68 - - [20/Nov/2015:19:35:43 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=464072C0F897E1516FF41FD0CEC9C52E?d-49747-p=10 HTTP/1.1" 200 24801
42.120.161.68 - - [20/Nov/2015:19:35:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=61C820232AA49BF02988EAD3D02343D6?d-49747-p=10 HTTP/1.1" 200 24801
42.156.136.68 - - [20/Nov/2015:19:35:49 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6B760488BBE62126EE55F96AB407D1F6?d-49747-p=10 HTTP/1.1" 200 24801
42.156.139.68 - - [20/Nov/2015:19:35:50 +0800] "GET /zszx/ HTTP/1.1" 200 574
113.95.12.85 - - [20/Nov/2015:19:35:52 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [20/Nov/2015:19:35:52 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.68 - - [20/Nov/2015:19:35:53 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A507E942588CE44CD8667D5A1F1B6F47?d-49747-p=6 HTTP/1.1" 200 25133
42.156.137.68 - - [20/Nov/2015:19:35:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4D8274B7167F4490452D6387E3AB61C1?d-49747-p=5 HTTP/1.1" 200 25741
42.156.138.68 - - [20/Nov/2015:19:35:56 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2763DC330F7A5FB0D65AC3FA3A40D9B3?d-49747-p=12 HTTP/1.1" 200 18988
42.120.161.68 - - [20/Nov/2015:19:35:57 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=757ED809AAFB59531DA6EFD30ACF5962?d-49747-p=11 HTTP/1.1" 200 24351
42.156.136.68 - - [20/Nov/2015:19:36:01 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D6D73C2034B0210C16E6ED29129E67F0?d-49747-p=8 HTTP/1.1" 200 24314
42.156.139.68 - - [20/Nov/2015:19:36:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=029C0CC60ECF3F1D1AD76BDC45892250?d-49747-p=9 HTTP/1.1" 200 25831
42.156.137.68 - - [20/Nov/2015:19:36:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=20BAFD4CE9FF110BA652B7E3D08E0F12?d-49747-p=5 HTTP/1.1" 200 25741
42.120.160.68 - - [20/Nov/2015:19:36:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9FE0333CD616E88582CFFB0CB2B8F4E9?d-49747-p=5 HTTP/1.1" 200 25741
42.156.138.68 - - [20/Nov/2015:19:36:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=92F3FA0DED13ACBC6C5E33A8A58A570B?d-49747-p=9 HTTP/1.1" 200 25831
42.120.161.68 - - [20/Nov/2015:19:36:08 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=02AA40C3DD12668F3CA9BB9E33C76ED4?d-49747-p=2 HTTP/1.1" 200 25416
42.156.136.68 - - [20/Nov/2015:19:36:10 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=49164254A76C06423545AEB15C9117B7?d-49747-p=12 HTTP/1.1" 200 18988
42.156.139.68 - - [20/Nov/2015:19:36:10 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C56D9458994C2E51478648B9C3CCB400?d-49747-p=4 HTTP/1.1" 200 25533
42.120.160.68 - - [20/Nov/2015:19:36:15 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=088AD7E366EC8F5861449ED014E9BA06?d-49747-p=6 HTTP/1.1" 200 25133
42.156.137.68 - - [20/Nov/2015:19:36:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2F8732E8BC2AE73F60ADC8B9D97973B9?d-49747-p=2 HTTP/1.1" 200 25416
42.156.138.68 - - [20/Nov/2015:19:36:18 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CA3E296FDF9E23F862F5A03455E847C2?d-49747-p=5 HTTP/1.1" 200 25741
42.120.161.68 - - [20/Nov/2015:19:36:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D29F277520B6CA15162C4A0663D1632F?d-49747-p=5 HTTP/1.1" 200 25741
42.156.136.68 - - [20/Nov/2015:19:36:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6EB494C4C4B8C47A387F2ACC19B10A10?d-49747-p=5 HTTP/1.1" 200 25741
42.156.139.68 - - [20/Nov/2015:19:36:21 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=59F23F0B2AC662916E8724E7E79666EF?d-49747-p=11 HTTP/1.1" 200 24351
42.120.160.68 - - [20/Nov/2015:19:36:22 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=464072C0F897E1516FF41FD0CEC9C52E?d-49747-p=9 HTTP/1.1" 200 25831
42.156.137.68 - - [20/Nov/2015:19:36:23 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=32A092965DEBFE78E7139E00644EA234?d-49747-p=9 HTTP/1.1" 200 25831
42.156.138.68 - - [20/Nov/2015:19:36:27 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=28F58CE967A7CCC6526587A95CF20A8F?d-49747-p=2 HTTP/1.1" 200 25416
42.120.161.68 - - [20/Nov/2015:19:36:29 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=33C3042376E4305C04ED1FE56421CF39?d-49747-p=7 HTTP/1.1" 200 24992
42.156.136.68 - - [20/Nov/2015:19:36:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D157DF03BDF5584EF37281B0673B97D7?d-49747-p=5 HTTP/1.1" 200 25741
42.156.139.68 - - [20/Nov/2015:19:36:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B26924D5E7A007C5D97C34A8D4290D80?d-49747-p=3 HTTP/1.1" 200 23825
42.120.160.68 - - [20/Nov/2015:19:36:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4E593B4ED9CABA57ED5E597EA03902D4?d-49747-p=4 HTTP/1.1" 200 25533
42.156.137.68 - - [20/Nov/2015:19:36:37 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B880FAA72DFFA6460E5FBAA739430160?d-49747-p=9 HTTP/1.1" 200 25831
42.156.138.68 - - [20/Nov/2015:19:36:37 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3760C46B2EF7BFA1F2FF8E0AD5182E18?d-49747-p=8 HTTP/1.1" 200 24314
115.28.189.208 - - [20/Nov/2015:19:36:40 +0800] "GET / HTTP/1.1" 302 -
42.120.161.68 - - [20/Nov/2015:19:36:41 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6F5ADF0488768D78C376151F178841C2?d-49747-p=8 HTTP/1.1" 200 24314
42.156.136.68 - - [20/Nov/2015:19:36:43 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=98641CAB59DE277FDF86C3BB2A1ECB9B?d-49747-p=6 HTTP/1.1" 200 25133
42.156.139.68 - - [20/Nov/2015:19:36:45 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=278A2B5367F64F61F17937A39FA83A71?d-49747-p=1 HTTP/1.1" 200 26368
42.120.160.68 - - [20/Nov/2015:19:36:46 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C09E87478F3D0F7D8649B954C5EDD97C?d-49747-p=12 HTTP/1.1" 200 18988
42.156.137.68 - - [20/Nov/2015:19:36:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C922AD6E0753B05C571718C2F403356E?d-49747-p=4 HTTP/1.1" 200 25533
42.156.138.68 - - [20/Nov/2015:19:36:48 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2AC11B8870CBFAD2705B933E1F4DC1D4?d-49747-p=6 HTTP/1.1" 200 25133
61.160.213.110 - - [20/Nov/2015:19:36:56 +0800] "GET http://passport.tianya.cn/register/default.jsp?sourceURL=http%3A%2F%2Fbbs.tianya.cn%2F HTTP/1.1" 404 1015
42.120.161.68 - - [20/Nov/2015:19:36:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0C4BB884B0E0EB0D471413CAD47ED66E?d-49747-p=1 HTTP/1.1" 200 26368
42.156.136.68 - - [20/Nov/2015:19:36:56 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=464072C0F897E1516FF41FD0CEC9C52E?d-49747-p=7 HTTP/1.1" 200 24992
42.156.139.68 - - [20/Nov/2015:19:36:57 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=244A6C6175031F960718D2F34A1C950D?d-49747-p=12 HTTP/1.1" 200 18988
42.156.137.68 - - [20/Nov/2015:19:36:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2425AA9D9C40932F5F4D75257A2BFC2D?d-49747-p=12 HTTP/1.1" 200 18988
42.120.160.68 - - [20/Nov/2015:19:36:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=416E3873D5B98DA41D9BAFA83ED289F6?d-49747-p=7 HTTP/1.1" 200 24992
42.156.138.68 - - [20/Nov/2015:19:36:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4E2F14CB3D6611F1FD8C08EABAEB4F20?d-49747-p=6 HTTP/1.1" 200 25133
42.120.161.68 - - [20/Nov/2015:19:37:01 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BFDAAF9E659B5A0698EE0F9AA0AC6102?d-49747-p=12 HTTP/1.1" 200 18988
42.156.136.68 - - [20/Nov/2015:19:37:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6E24ACD955C69023060F6C2BAA1FCD78?d-49747-p=7 HTTP/1.1" 200 24992
42.156.139.68 - - [20/Nov/2015:19:37:09 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=ACB778C6D27F8D88D049DAAD4EEF490B?d-49747-p=4 HTTP/1.1" 200 25533
42.120.160.68 - - [20/Nov/2015:19:37:09 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=FFBD46BA4C1DE78FCA682AAAFCDF49BC?d-49747-p=1 HTTP/1.1" 200 26368
42.156.137.68 - - [20/Nov/2015:19:37:09 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=63DCDCA9C258326361E3FCFB9B96B47A?d-49747-p=6 HTTP/1.1" 200 25133
42.156.138.68 - - [20/Nov/2015:19:37:10 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=498B49EFC62888BED1FC81003E3CD365?d-49747-p=4 HTTP/1.1" 200 25533
42.120.161.68 - - [20/Nov/2015:19:37:12 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7A1333D6CA8FBDD0F3BF87419571CFC9?d-49747-p=6 HTTP/1.1" 200 25133
58.249.112.27 - - [20/Nov/2015:19:37:05 +0800] "GET /zszx/map/photo/80huagtu/plhnjmsl.bmp HTTP/1.1" 200 867098
58.249.112.27 - - [20/Nov/2015:19:36:58 +0800] "GET /zszx/map/photo/80huagtu/tdlyxzx.bmp HTTP/1.1" 200 867098
42.156.136.68 - - [20/Nov/2015:19:37:15 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=20C35D8B07FB70CF8ACB7AEDB9141843?d-49747-p=9 HTTP/1.1" 200 25831
42.156.139.68 - - [20/Nov/2015:19:37:15 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7B325663CBD110B3299351ADDC705288?d-49747-p=10 HTTP/1.1" 200 24801
58.249.112.27 - - [20/Nov/2015:19:37:09 +0800] "GET /zszx/map/photo/50huangtu/zlkdwc.bmp HTTP/1.1" 200 867098
42.120.160.68 - - [20/Nov/2015:19:37:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6C9CF6A104F05CA8F371A5666EDE1D4F?d-49747-p=12 HTTP/1.1" 200 18988
42.156.137.68 - - [20/Nov/2015:19:37:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AD153FB2A518BD55B79B9C5DDCAB12B9?d-49747-p=6 HTTP/1.1" 200 25133
42.156.138.68 - - [20/Nov/2015:19:37:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=702D01DB46D7C36930E4C79D45957C7D?d-49747-p=1 HTTP/1.1" 200 26368
42.120.161.68 - - [20/Nov/2015:19:37:25 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BA59D21F0B39E9CC85C67E8CB70EB1C3?d-49747-p=12 HTTP/1.1" 200 18988
42.156.136.68 - - [20/Nov/2015:19:37:26 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BB11BED85A97B9A1E0D1A9CB4174FEFA?d-49747-p=5 HTTP/1.1" 200 25741
42.156.139.68 - - [20/Nov/2015:19:37:27 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D3704738165EB3EB31F0A3127FE84C7C?d-49747-p=10 HTTP/1.1" 200 24801
42.120.160.68 - - [20/Nov/2015:19:37:27 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=467EC2C9C569B0399F770205BA6AFDAE?d-49747-p=11 HTTP/1.1" 200 24351
42.156.137.68 - - [20/Nov/2015:19:37:28 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D62754428DEA9F3D2E5470FECBCA7CD6?d-49747-p=2 HTTP/1.1" 200 25416
42.156.138.68 - - [20/Nov/2015:19:37:29 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CC717C16A27AF299219643A1120416E5?d-49747-p=4 HTTP/1.1" 200 25533
42.120.161.68 - - [20/Nov/2015:19:37:31 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3C872827538BC8545F5ACE4E8F233344?d-49747-p=3 HTTP/1.1" 200 23825
42.156.136.68 - - [20/Nov/2015:19:37:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BC59FCF265D2A982CDFBCB8695B062C3?d-49747-p=1 HTTP/1.1" 200 26368
42.156.139.68 - - [20/Nov/2015:19:37:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0BA558793BB1020C55EAB945A40CD8B3?d-49747-p=7 HTTP/1.1" 200 24992
42.120.160.68 - - [20/Nov/2015:19:37:37 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=144C44610B696D42D7338FDFC3B751AA?d-49747-p=6 HTTP/1.1" 200 25133
42.156.137.68 - - [20/Nov/2015:19:37:37 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=244A6C6175031F960718D2F34A1C950D?d-49747-p=4 HTTP/1.1" 200 25533
58.32.44.98 - - [20/Nov/2015:19:37:39 +0800] "HEAD / HTTP/1.1" 302 -
42.156.138.68 - - [20/Nov/2015:19:37:39 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=023713B0D585208B5E418487856226C2?d-49747-p=1 HTTP/1.1" 200 26368
58.32.44.98 - - [20/Nov/2015:19:37:40 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.161.68 - - [20/Nov/2015:19:37:42 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=28F58CE967A7CCC6526587A95CF20A8F?d-49747-p=1 HTTP/1.1" 200 26368
42.156.136.68 - - [20/Nov/2015:19:37:46 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B1C0A72C4BE17C90EF7EBE25F80D8C26?d-49747-p=12 HTTP/1.1" 200 18988
42.156.139.68 - - [20/Nov/2015:19:37:46 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1044E5F04C310A789B8BCE39DE65CF8D?d-49747-p=5 HTTP/1.1" 200 25741
42.120.160.68 - - [20/Nov/2015:19:37:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3C9349F5F57E30F692007E32F2BB7E74?d-49747-p=2 HTTP/1.1" 200 25416
42.156.137.68 - - [20/Nov/2015:19:37:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8FC4162FD8F28FCB331FA535DB77CE61?d-49747-p=7 HTTP/1.1" 200 24992
42.156.138.68 - - [20/Nov/2015:19:37:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F7ABA761FB2F6D5762596EAF57DED0CA?d-49747-p=5 HTTP/1.1" 200 25741
42.120.161.68 - - [20/Nov/2015:19:37:52 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3E8E0CE634EBC3838E5C4F968E6E980D?d-49747-p=9 HTTP/1.1" 200 25831
42.156.136.68 - - [20/Nov/2015:19:37:53 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7C15672BD250FFB0620DF469BCEC039F?d-49747-p=5 HTTP/1.1" 200 25741
42.156.139.68 - - [20/Nov/2015:19:37:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=FFBD46BA4C1DE78FCA682AAAFCDF49BC?d-49747-p=11 HTTP/1.1" 200 24351
42.120.160.68 - - [20/Nov/2015:19:37:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=91947E0092BBC5A40ABD5A42895F2577?d-49747-p=1 HTTP/1.1" 200 26368
42.156.137.68 - - [20/Nov/2015:19:37:57 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=39D1E7005AD0E8E942B4008268E1E182?d-49747-p=1 HTTP/1.1" 200 26368
42.156.138.68 - - [20/Nov/2015:19:37:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B81D78A49963FE45631A9C8C8AD5B6B5?d-49747-p=1 HTTP/1.1" 200 26368
42.120.161.68 - - [20/Nov/2015:19:37:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=22A650D61DD48FD4C46B3B32B8BE2ED1?d-49747-p=8 HTTP/1.1" 200 24314
42.156.136.68 - - [20/Nov/2015:19:38:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=54EE125D8B7EC3BCCFC539DD48ADF891?d-49747-p=9 HTTP/1.1" 200 25831
42.156.139.68 - - [20/Nov/2015:19:38:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=737FB8A2AC97709DE5FCA7C3A65B5D25?d-49747-p=10 HTTP/1.1" 200 24801
42.120.160.68 - - [20/Nov/2015:19:38:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F2B5BC2374BBF45C17A8C4B3BC99AEBE?d-49747-p=1 HTTP/1.1" 200 26368
42.156.137.68 - - [20/Nov/2015:19:38:03 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=144C44610B696D42D7338FDFC3B751AA?d-49747-p=5 HTTP/1.1" 200 25741
42.156.138.68 - - [20/Nov/2015:19:38:07 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=DB58BBE0F1F3093D01B62B0B4ECB56B1?d-49747-p=12 HTTP/1.1" 200 18988
42.156.136.54 - - [20/Nov/2015:19:38:07 +0800] "GET /sxzn/inc/topFrame.jsp HTTP/1.1" 200 2567
42.120.161.68 - - [20/Nov/2015:19:38:07 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=041000CD1142F29F87DD2686AAB31A70?d-49747-p=5 HTTP/1.1" 200 25741
42.156.136.68 - - [20/Nov/2015:19:38:08 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7B281A5C9191E3D99B2D650D1A658AC9?d-49747-p=6 HTTP/1.1" 200 25133
42.156.139.68 - - [20/Nov/2015:19:38:09 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B81D78A49963FE45631A9C8C8AD5B6B5?d-49747-p=12 HTTP/1.1" 200 18988
42.120.160.68 - - [20/Nov/2015:19:38:10 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A9D90B2639E8713275618708A7FEA424?d-49747-p=5 HTTP/1.1" 200 25741
42.156.137.68 - - [20/Nov/2015:19:38:12 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D10672FDAA9F9ACCAF91ABEE6E259538?d-49747-p=2 HTTP/1.1" 200 25416
42.156.138.68 - - [20/Nov/2015:19:38:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D414E54114AC7CC1F762E409501A07AC?d-49747-p=3 HTTP/1.1" 200 23825
120.26.216.168 - - [20/Nov/2015:19:38:19 +0800] "GET / HTTP/1.1" 302 -
42.120.161.68 - - [20/Nov/2015:19:38:20 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=EF4D88CD4ED7A7FE1808AE23EB64999D?d-49747-p=7 HTTP/1.1" 200 24992
42.156.136.68 - - [20/Nov/2015:19:38:21 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C922AD6E0753B05C571718C2F403356E?d-49747-p=6 HTTP/1.1" 200 25133
42.156.139.68 - - [20/Nov/2015:19:38:22 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BB11BED85A97B9A1E0D1A9CB4174FEFA?d-49747-p=12 HTTP/1.1" 200 18988
42.120.160.68 - - [20/Nov/2015:19:38:22 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=EF4D88CD4ED7A7FE1808AE23EB64999D?d-49747-p=8 HTTP/1.1" 200 24314
42.156.137.68 - - [20/Nov/2015:19:38:23 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=64E40177AF8B24B85534A4DB83BBE507?d-49747-p=1 HTTP/1.1" 200 26368
113.140.84.104 - - [20/Nov/2015:19:38:24 +0800] "GET /favicon.ico HTTP/1.1" 404 988
42.156.138.68 - - [20/Nov/2015:19:38:27 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=55E53DB4F64C1C086F501C9E61985801?d-49747-p=9 HTTP/1.1" 200 25831
42.120.161.68 - - [20/Nov/2015:19:38:27 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=498B49EFC62888BED1FC81003E3CD365?d-49747-p=12 HTTP/1.1" 200 18988
42.156.136.68 - - [20/Nov/2015:19:38:28 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=FB8EB2857E7219AF3AFA0BB39FC3BB95?d-49747-p=6 HTTP/1.1" 200 25133
42.156.139.68 - - [20/Nov/2015:19:38:29 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E8B4BA20CB0305AC3BFBBA246466E375?d-49747-p=6 HTTP/1.1" 200 25133
42.120.160.68 - - [20/Nov/2015:19:38:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D451AED031D4AD8F0075D19392D25237?d-49747-p=5 HTTP/1.1" 200 25741
42.156.137.68 - - [20/Nov/2015:19:38:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=80C5E0DDC5E58CEED94A187AC641CD22?d-49747-p=1 HTTP/1.1" 200 26368
42.156.138.68 - - [20/Nov/2015:19:38:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=DB58BBE0F1F3093D01B62B0B4ECB56B1?d-49747-p=7 HTTP/1.1" 200 24992
42.120.161.68 - - [20/Nov/2015:19:38:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2D4FA33BCADCD94272ADE81256F8A8E4?d-49747-p=2 HTTP/1.1" 200 25416
42.156.136.68 - - [20/Nov/2015:19:38:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E26F125D84E9A1A05AD8E7377FF93191?d-49747-p=5 HTTP/1.1" 200 25741
42.156.139.68 - - [20/Nov/2015:19:38:39 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=28EF4D94621520C327FBC43D22039303?d-49747-p=8 HTTP/1.1" 200 24314
42.120.160.68 - - [20/Nov/2015:19:38:40 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B39610812E83A5C56CF1664749BB0410?d-49747-p=8 HTTP/1.1" 200 24314
42.156.137.68 - - [20/Nov/2015:19:38:42 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BDF321EE1B8B826B7478C30C5F604BD0?d-49747-p=2 HTTP/1.1" 200 25416
42.156.138.68 - - [20/Nov/2015:19:38:46 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0B52B03A8DC94FFEFB434CB5B6065796?d-49747-p=2 HTTP/1.1" 200 25416
42.120.161.68 - - [20/Nov/2015:19:38:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3DD781B31F6FBA129DAFF6E3AE5DEC0A?d-49747-p=7 HTTP/1.1" 200 24992
42.156.136.68 - - [20/Nov/2015:19:38:48 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C5A5C3B21831F336F67C204C859D5205?d-49747-p=2 HTTP/1.1" 200 25416
42.156.139.68 - - [20/Nov/2015:19:38:53 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3E8E0CE634EBC3838E5C4F968E6E980D?d-49747-p=11 HTTP/1.1" 200 24351
42.120.160.68 - - [20/Nov/2015:19:38:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5E9022E16943A81A651AE33D0D5E9E85?d-49747-p=9 HTTP/1.1" 200 25831
