68.180.228.50 - - [10/Jan/2017:00:00:05 +0800] "GET /sxzn/login.action;jsessionid=99AA4408AC09AA888F23E0BF5B0D7FB6 HTTP/1.1" 200 7386
40.77.167.41 - - [10/Jan/2017:19:33:50 +0800] "GET / HTTP/1.1" 302 -
106.120.173.126 - - [10/Jan/2017:19:34:00 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
106.120.173.126 - - [10/Jan/2017:19:34:16 +0800] "GET /obd/showEntity.jsp?id=1498 HTTP/1.1" 500 2129
106.120.173.126 - - [10/Jan/2017:19:34:32 +0800] "GET /obd/showEntity.jsp?id=1502 HTTP/1.1" 500 2129
61.149.81.22 - - [10/Jan/2017:19:34:38 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:19:34:38 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
106.120.173.126 - - [10/Jan/2017:19:34:49 +0800] "GET /http_type/tm/docments/LT41210401989044XXX02%20Metadata.htm HTTP/1.1" 200 16141
106.120.173.126 - - [10/Jan/2017:19:35:04 +0800] "GET /http_type/tm/docments/LT51200362006252IKR00%20Metadata.htm HTTP/1.1" 200 16130
106.120.173.126 - - [10/Jan/2017:19:35:22 +0800] "GET /http_type/tm/docments/LT51140312007277MGR01%20Metadata.htm HTTP/1.1" 200 16132
113.95.12.85 - - [10/Jan/2017:19:35:36 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:19:35:37 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
106.120.173.126 - - [10/Jan/2017:19:35:37 +0800] "GET /http_type/tm/docments/LT51200342006300IKR00%20Metadata.htm HTTP/1.1" 200 16131
111.192.102.34 - - [10/Jan/2017:19:35:40 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:19:35:40 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
106.120.173.126 - - [10/Jan/2017:19:35:53 +0800] "GET /sxzn/foreground/listDataOfMD.action?id=60 HTTP/1.1" 302 -
106.120.173.126 - - [10/Jan/2017:19:36:09 +0800] "GET /sxzn/foreground/listDataOfMD.action?id=127 HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:19:36:10 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:19:36:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
106.120.173.126 - - [10/Jan/2017:19:36:25 +0800] "GET /sxzn/login.action HTTP/1.1" 200 7317
106.120.173.126 - - [10/Jan/2017:19:36:56 +0800] "GET /sxzn/login.action HTTP/1.1" 200 7317
106.120.173.126 - - [10/Jan/2017:19:37:54 +0800] "GET /sxzn/viewDataset.action?id=506 HTTP/1.1" 302 -
106.120.173.126 - - [10/Jan/2017:19:38:58 +0800] "GET /sxzn/listDataOfMD.action?id=52 HTTP/1.1" 302 -
106.120.173.126 - - [10/Jan/2017:19:39:15 +0800] "GET /sxzn/login.action HTTP/1.1" 200 7317
42.156.138.55 - - [10/Jan/2017:19:39:27 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=94EBED839679B0D1FB1361773A595357 HTTP/1.1" 200 26368
42.156.139.55 - - [10/Jan/2017:19:39:27 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D55A60B73348B68128C75A81EE3CA713 HTTP/1.1" 200 26368
42.156.136.55 - - [10/Jan/2017:19:39:27 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F9CD9AE19CA38F1EE8C3539A50499094 HTTP/1.1" 200 26368
42.120.161.55 - - [10/Jan/2017:19:39:28 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=18AEBD02FA49936B7612C197F2572C8E HTTP/1.1" 200 26368
106.120.173.126 - - [10/Jan/2017:19:39:30 +0800] "GET /sxzn/login.action HTTP/1.1" 200 7317
61.149.81.22 - - [10/Jan/2017:19:39:32 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:19:39:32 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
106.120.173.126 - - [10/Jan/2017:19:39:48 +0800] "GET /sxzn/foreground/foreground/listDataOfMD.action?id=16 HTTP/1.1" 302 -
106.120.173.126 - - [10/Jan/2017:19:40:03 +0800] "GET /http_type/tm/html/html/docments/LT51320371995162XXX02%20Metadata.htm HTTP/1.1" 404 264
106.120.173.126 - - [10/Jan/2017:19:40:17 +0800] "GET /sxzn/login.action HTTP/1.1" 200 7317
106.120.173.126 - - [10/Jan/2017:19:40:32 +0800] "GET /http_type/tm/html/html/docments/LT41350311988364XXX02%20Metadata.htm HTTP/1.1" 404 264
113.95.12.85 - - [10/Jan/2017:19:40:36 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:19:40:36 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [10/Jan/2017:19:40:39 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:19:40:39 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
106.120.173.126 - - [10/Jan/2017:19:40:46 +0800] "GET /sxzn/foreground/applyDataFile.action?id=2333 HTTP/1.1" 302 -
106.120.173.126 - - [10/Jan/2017:19:41:00 +0800] "GET /http_type/tm/html/html/docments/LT41350311989014XXX02%20Metadata.htm HTTP/1.1" 404 264
58.32.44.98 - - [10/Jan/2017:19:41:10 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:19:41:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
106.120.173.126 - - [10/Jan/2017:19:41:14 +0800] "GET /sxzn/login.action HTTP/1.1" 200 7317
106.120.173.126 - - [10/Jan/2017:19:41:28 +0800] "GET /obd/listEntities.jsp?did=1166 HTTP/1.1" 500 2129
106.120.173.126 - - [10/Jan/2017:19:41:42 +0800] "GET /obd/listLocations.jsp?did=1153 HTTP/1.1" 500 2129
106.120.173.126 - - [10/Jan/2017:19:41:55 +0800] "GET /obd/listLocations.jsp?did=1160 HTTP/1.1" 500 2129
106.120.173.126 - - [10/Jan/2017:19:42:08 +0800] "GET /obd/listEntities.jsp?did=1168 HTTP/1.1" 500 2129
106.120.173.126 - - [10/Jan/2017:19:42:21 +0800] "GET /list/listSource.jsp?source=%D7%A8%D6%F8 HTTP/1.1" 200 2139
106.120.173.126 - - [10/Jan/2017:19:42:34 +0800] "GET /stat/index.jsp HTTP/1.1" 200 271
106.120.173.126 - - [10/Jan/2017:19:42:47 +0800] "GET /sxzn/listDataOfMD.action?id=24 HTTP/1.1" 302 -
106.120.173.126 - - [10/Jan/2017:19:42:59 +0800] "GET /sxzn/foreground/viewDataset.action?id=11 HTTP/1.1" 302 -
106.120.173.126 - - [10/Jan/2017:19:43:11 +0800] "GET /sxzn/login.action HTTP/1.1" 200 7317
106.120.173.126 - - [10/Jan/2017:19:43:23 +0800] "GET /sxzn/login.action HTTP/1.1" 200 7317
106.120.173.126 - - [10/Jan/2017:19:43:35 +0800] "GET /sxzn/foreground/viewDataset.action?id=12 HTTP/1.1" 302 -
106.120.173.126 - - [10/Jan/2017:19:43:47 +0800] "GET /html/yellow-river/left.htm HTTP/1.1" 304 -
106.120.173.126 - - [10/Jan/2017:19:43:59 +0800] "GET /sxzn/login.action HTTP/1.1" 200 7317
106.120.173.126 - - [10/Jan/2017:19:44:11 +0800] "GET /sxzn/foreground/viewMetadata.action?id=15 HTTP/1.1" 200 9217
106.120.173.126 - - [10/Jan/2017:19:44:23 +0800] "GET /zszx/top1.htm HTTP/1.1" 304 -
42.156.138.55 - - [10/Jan/2017:19:44:26 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C0509947B7AF078C556BF43B2E6F2A3F HTTP/1.1" 200 26368
42.156.139.55 - - [10/Jan/2017:19:44:28 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E6D998617B2DF3870160CBD2E21F2A3C HTTP/1.1" 200 26368
61.149.81.22 - - [10/Jan/2017:19:44:29 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:19:44:29 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
113.95.12.85 - - [10/Jan/2017:19:45:36 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:19:45:37 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [10/Jan/2017:19:45:39 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:19:45:40 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:19:46:10 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:19:46:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
106.120.188.147 - - [10/Jan/2017:19:47:26 +0800] "GET /robots.txt HTTP/1.1" 404 985
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET / HTTP/1.1" 302 -
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/css/index.css HTTP/1.1" 200 1730
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/css/layout.css HTTP/1.1" 200 6591
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/images/bg.jpg HTTP/1.1" 200 19679
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/images/doc_02.gif HTTP/1.1" 200 55
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/images/banner.jpg HTTP/1.1" 200 38590
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/images/icon.gif HTTP/1.1" 200 119
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/rand.action HTTP/1.1" 200 1217
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/images/Search_icon.gif HTTP/1.1" 200 344
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/images/new.gif HTTP/1.1" 200 1816
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/images/new1.gif HTTP/1.1" 200 1724
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/images/banner_home.jpg HTTP/1.1" 200 50428
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/images/point.gif HTTP/1.1" 200 134
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/images/leftSubTitle_bg.gif HTTP/1.1" 200 53
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/images/options.png HTTP/1.1" 200 615
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/images/yonghu.jpg HTTP/1.1" 200 31309
106.120.188.147 - - [10/Jan/2017:19:47:28 +0800] "GET /sxzn/images/zh-cn.gif HTTP/1.1" 200 891
42.156.138.55 - - [10/Jan/2017:19:47:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=152DFAB82B28C032575B9225825F9F02 HTTP/1.1" 200 26368
42.156.139.55 - - [10/Jan/2017:19:47:48 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6B43A0804A6CE01374A837D126520CB9 HTTP/1.1" 200 26368
42.156.136.55 - - [10/Jan/2017:19:47:48 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=12F4121A1C4F3A288886E8AF78E40061 HTTP/1.1" 200 26368
61.149.81.22 - - [10/Jan/2017:19:49:29 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:19:49:29 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
68.180.228.161 - - [10/Jan/2017:19:49:56 +0800] "GET /zszx/ HTTP/1.1" 200 574
112.246.163.41 - - [10/Jan/2017:19:50:02 +0800] "GET /clim/images/pretty2.jpg HTTP/1.1" 200 23317
113.95.12.85 - - [10/Jan/2017:19:50:36 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:19:50:36 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [10/Jan/2017:19:50:40 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:19:50:40 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:19:51:10 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:19:51:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.55 - - [10/Jan/2017:19:53:07 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=61A9C55E0BA3C8A3F2A1B0CDC87E993B HTTP/1.1" 200 26368
42.156.139.55 - - [10/Jan/2017:19:53:08 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=EB78A4280F1D7714DD3BB2A2BCAA9B6B HTTP/1.1" 200 26368
42.156.136.55 - - [10/Jan/2017:19:53:08 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=42B6D8A92E0067928D723F2EC5FA374F HTTP/1.1" 200 26368
42.120.161.55 - - [10/Jan/2017:19:53:08 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7983CC10794DCB8153CBCA289205739D HTTP/1.1" 200 26368
61.149.81.22 - - [10/Jan/2017:19:54:34 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:19:54:34 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
113.95.12.85 - - [10/Jan/2017:19:55:36 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:19:55:37 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [10/Jan/2017:19:55:39 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:19:55:40 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:19:56:10 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:19:56:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.55 - - [10/Jan/2017:19:59:25 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=83EC325012F5CA7FCFF4172BFFDE486B HTTP/1.1" 200 26368
42.156.139.55 - - [10/Jan/2017:19:59:26 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=307A330A1FD49318127B2403AF38D236 HTTP/1.1" 200 26368
42.156.136.55 - - [10/Jan/2017:19:59:27 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=93BECA01FE1979C41C35601A73C6A19E HTTP/1.1" 200 26368
61.149.81.22 - - [10/Jan/2017:19:59:30 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:19:59:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
113.95.12.85 - - [10/Jan/2017:20:00:36 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:20:00:36 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [10/Jan/2017:20:00:40 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:20:00:40 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:20:01:09 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:20:01:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.12.161 - - [10/Jan/2017:20:01:22 +0800] "GET / HTTP/1.1" 302 -
61.149.12.161 - - [10/Jan/2017:20:01:22 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
42.156.138.55 - - [10/Jan/2017:20:04:05 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B244851E7E5591487E142BCFBE381EC2 HTTP/1.1" 200 26368
42.156.139.55 - - [10/Jan/2017:20:04:06 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C9E2BE7069CBBD8399BBAC9EFBA3C540 HTTP/1.1" 200 26368
42.156.136.55 - - [10/Jan/2017:20:04:06 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=36C66ECD5B384FB470BDE0D8907D11EA HTTP/1.1" 200 26368
203.208.60.228 - - [10/Jan/2017:20:04:12 +0800] "GET /sxzn/css/metadata.css HTTP/1.1" 200 945
61.149.81.22 - - [10/Jan/2017:20:04:28 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:20:04:28 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
113.95.12.85 - - [10/Jan/2017:20:05:35 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:20:05:36 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [10/Jan/2017:20:05:40 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:20:05:40 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:20:06:10 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:20:06:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.55 - - [10/Jan/2017:20:08:06 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2AC8F4A9E4BBEDF96BA5C67C0E6AE75E HTTP/1.1" 200 26368
42.156.139.55 - - [10/Jan/2017:20:08:06 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=EDE237C824D25E2A34C8F4547E76AAF2 HTTP/1.1" 200 26368
61.149.81.22 - - [10/Jan/2017:20:09:31 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:20:09:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
113.95.12.85 - - [10/Jan/2017:20:10:36 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:20:10:37 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [10/Jan/2017:20:10:39 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:20:10:40 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:20:11:09 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:20:11:13 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.55 - - [10/Jan/2017:20:11:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3AFA512F4DC4D12A9F3B2842340D2FB4 HTTP/1.1" 200 26368
42.156.139.55 - - [10/Jan/2017:20:11:49 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0A8AA9B97E14AEB4DCA8AB49B45731D3 HTTP/1.1" 200 26368
61.149.81.22 - - [10/Jan/2017:20:14:38 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:20:14:38 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
113.95.12.85 - - [10/Jan/2017:20:15:36 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:20:15:37 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [10/Jan/2017:20:15:43 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:20:15:43 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:20:16:10 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:20:16:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.55 - - [10/Jan/2017:20:16:46 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=09BF67805AA3D7B7BD334A65667F9AD8 HTTP/1.1" 200 26368
42.156.139.55 - - [10/Jan/2017:20:16:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=05A9764BB839A21328906F0E4070BB6D HTTP/1.1" 200 26368
42.156.136.55 - - [10/Jan/2017:20:16:48 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5C0778F41EF56C1E9E7094CE429A3528 HTTP/1.1" 200 26368
42.120.161.55 - - [10/Jan/2017:20:16:48 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=43DCE1494F152E91AFC69A3AE2012D78 HTTP/1.1" 200 26368
61.149.81.22 - - [10/Jan/2017:20:19:28 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:20:19:28 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
61.64.14.18 - - [10/Jan/2017:20:19:36 +0800] "GET /clim/images/pretty2.jpg HTTP/1.1" 200 23317
113.95.12.85 - - [10/Jan/2017:20:20:36 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:20:20:36 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [10/Jan/2017:20:20:39 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:20:20:39 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:20:21:10 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:20:21:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.55 - - [10/Jan/2017:20:22:46 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E311C7081682957042DF2F5DCE56C185 HTTP/1.1" 200 26368
42.156.139.55 - - [10/Jan/2017:20:22:48 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=93E45DE1869FE68BB7F39B8F11D8486A HTTP/1.1" 200 26368
42.156.136.55 - - [10/Jan/2017:20:22:48 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=FA158BED5302EDE3A9DF5C0496CC5A97 HTTP/1.1" 200 26368
42.120.161.55 - - [10/Jan/2017:20:22:48 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9B5B98BD1FCACBA29AFDC331005013A0 HTTP/1.1" 200 26368
61.149.81.22 - - [10/Jan/2017:20:24:40 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:20:24:40 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
113.95.12.85 - - [10/Jan/2017:20:25:35 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:20:25:36 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [10/Jan/2017:20:25:40 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:20:25:40 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:20:26:10 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:20:26:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.55 - - [10/Jan/2017:20:28:45 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B7EE396A4CC3BF7B397D37D976517189 HTTP/1.1" 200 26368
42.156.139.55 - - [10/Jan/2017:20:28:46 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CC16AFF01FB6DDC24480EAEE182B9C4B HTTP/1.1" 200 26368
42.156.136.55 - - [10/Jan/2017:20:28:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6F20E5EB6251786BD42E1B97FD7696EF HTTP/1.1" 200 26368
61.149.81.22 - - [10/Jan/2017:20:29:31 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:20:29:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
61.149.81.22 - - [10/Jan/2017:20:29:36 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:20:29:36 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18815
113.95.12.85 - - [10/Jan/2017:20:30:36 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:20:30:36 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [10/Jan/2017:20:30:40 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:20:30:40 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:20:31:10 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:20:31:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
163.172.173.181 - - [10/Jan/2017:20:32:37 +0800] "GET http://www.baidu.com/cache/global/img/gs.gif HTTP/1.1" 404 221
42.156.138.55 - - [10/Jan/2017:20:32:46 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=50294C8EAC819F69A8E518E73DD7E2B5 HTTP/1.1" 200 26368
61.149.81.22 - - [10/Jan/2017:20:34:28 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:20:34:28 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
113.95.12.85 - - [10/Jan/2017:20:35:36 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:20:35:36 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [10/Jan/2017:20:35:39 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:20:35:39 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:20:36:09 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:20:36:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.55 - - [10/Jan/2017:20:36:46 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=50294C8EAC819F69A8E518E73DD7E2B5 HTTP/1.1" 200 26368
42.156.139.55 - - [10/Jan/2017:20:36:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B6E1FDD0A843BD67A18773482292BDB3 HTTP/1.1" 200 26368
203.156.217.26 - - [10/Jan/2017:20:39:05 +0800] "GET /manager/html HTTP/1.1" 404 991
61.149.81.22 - - [10/Jan/2017:20:39:32 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:20:39:32 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
113.95.12.85 - - [10/Jan/2017:20:40:36 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:20:40:37 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [10/Jan/2017:20:40:39 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:20:40:40 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:20:41:10 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:20:41:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.55 - - [10/Jan/2017:20:41:27 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C696179932A32C49C228F68BC47B096F HTTP/1.1" 200 26368
