66.249.75.124 - - [09/Feb/2015:00:00:26 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=ABFB6766828D871F1EBA28F392A913D2?d-49747-p=6 HTTP/1.1" 200 25067
42.156.137.81 - - [09/Feb/2015:12:24:56 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E49DAB2931DDB9DB5DB25B79F00B865A?d-49747-p=4 HTTP/1.1" 200 25533
42.120.161.81 - - [09/Feb/2015:12:24:57 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3E97E6FF723E8B0D52078207F91A0B31?d-49747-p=4 HTTP/1.1" 200 25533
42.156.136.81 - - [09/Feb/2015:12:24:57 +0800] "GET /sxzn/viewMetadata.action?id=11 HTTP/1.1" 200 10250
42.156.137.81 - - [09/Feb/2015:12:24:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D03452975765076FE376BF690AC09608?d-49747-p=7 HTTP/1.1" 200 24992
42.120.161.81 - - [09/Feb/2015:12:24:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F41021A5B0663F80C2379ED4E68C80F9?d-49747-p=6 HTTP/1.1" 200 25133
42.120.160.81 - - [09/Feb/2015:12:24:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2A0B32CD6285A1C45585B1F23839CE8C?d-49747-p=2 HTTP/1.1" 200 25416
42.156.136.81 - - [09/Feb/2015:12:25:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=427CDA23F9A42789054039C9C7A2A5C4?d-49747-p=8 HTTP/1.1" 200 24314
42.156.139.81 - - [09/Feb/2015:12:25:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6C5ECBE9EFAAF518EA29FE27B9859549?d-49747-p=8 HTTP/1.1" 200 24314
42.120.161.81 - - [09/Feb/2015:12:25:03 +0800] "GET /sxzn/viewMetadata.action?id=84 HTTP/1.1" 200 9314
42.156.137.81 - - [09/Feb/2015:12:25:03 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2BCCEFDD81801D5EFE5F3FF891875D45?d-49747-p=11 HTTP/1.1" 200 23235
42.156.138.81 - - [09/Feb/2015:12:25:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5F928BCED4E562BA34C96520AE45F232?d-49747-p=3 HTTP/1.1" 200 23825
42.120.160.81 - - [09/Feb/2015:12:25:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=103B765F2EFC578EC7F3730781F8D7FF?d-49747-p=7 HTTP/1.1" 200 24992
42.156.136.81 - - [09/Feb/2015:12:25:05 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6A58F2F5EA10D7E72852111023C17C15?d-49747-p=6 HTTP/1.1" 200 25133
42.156.139.81 - - [09/Feb/2015:12:25:05 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F2D1F7BDBE1032F3E64D24FFAF2A7035?d-49747-p=6 HTTP/1.1" 200 25133
42.156.137.81 - - [09/Feb/2015:12:25:06 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6654D9249DCBFBDF5C8B2C480C3759CA?d-49747-p=6 HTTP/1.1" 200 25133
42.120.161.81 - - [09/Feb/2015:12:25:08 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=552915D8277BD413AADBEAF2AB840EAC?d-49747-p=4 HTTP/1.1" 200 25533
42.156.138.81 - - [09/Feb/2015:12:25:08 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=DF2D3D3E6E7C3BE46253AA4FD5E687C8?d-49747-p=8 HTTP/1.1" 200 24314
42.120.160.81 - - [09/Feb/2015:12:25:09 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7E2C96FC28B899575638CC0988B4746A?d-49747-p=5 HTTP/1.1" 200 25741
42.156.136.81 - - [09/Feb/2015:12:25:09 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5EA22EBD5C6317DB2FE95D2811779BAE?d-49747-p=6 HTTP/1.1" 200 25133
42.156.139.81 - - [09/Feb/2015:12:25:10 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=069259494BCCC0A997827D843AA5961A?d-49747-p=6 HTTP/1.1" 200 25133
42.156.137.81 - - [09/Feb/2015:12:25:10 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E5145E6FD7ABE0541EB39178E03F4FED?d-49747-p=8 HTTP/1.1" 200 24314
42.156.138.81 - - [09/Feb/2015:12:25:11 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C3E34FA16848855E29C2D8F48007E27F?d-49747-p=11 HTTP/1.1" 200 23235
42.120.160.81 - - [09/Feb/2015:12:25:11 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=98F9E20162B25EDAB5E8D6E9E7BDC6B1?d-49747-p=6 HTTP/1.1" 200 25133
42.156.136.81 - - [09/Feb/2015:12:25:21 +0800] "GET /sxzn/viewMetadata.action?id=186 HTTP/1.1" 200 9213
42.156.139.81 - - [09/Feb/2015:12:25:22 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6C1539C5D8EA953EBC892B5DB313B8E2?d-49747-p=8 HTTP/1.1" 200 24314
42.156.137.81 - - [09/Feb/2015:12:25:23 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E49DAB2931DDB9DB5DB25B79F00B865A?d-49747-p=3 HTTP/1.1" 200 23825
42.120.161.81 - - [09/Feb/2015:12:25:23 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=108BD2E652BD7542056DFA8B783D0D28?d-49747-p=6 HTTP/1.1" 200 25133
42.156.138.81 - - [09/Feb/2015:12:25:26 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=312663CDA4E9CCD6A5228886F0A10316?d-49747-p=2 HTTP/1.1" 200 25416
42.120.160.81 - - [09/Feb/2015:12:25:26 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=103A3B07E1A8F934B2B9B273D72AC845?d-49747-p=6 HTTP/1.1" 200 25133
42.156.136.81 - - [09/Feb/2015:12:25:27 +0800] "GET /sxzn/foreground/viewMetadata.action?id=74 HTTP/1.1" 200 9325
42.156.139.81 - - [09/Feb/2015:12:25:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B310CE8A45BE3F493ED598CE6D7DFCDC?d-49747-p=7 HTTP/1.1" 200 24992
61.149.81.22 - - [09/Feb/2015:12:27:50 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:27:50 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:12:29:43 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:29:43 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:12:32:50 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:32:50 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:12:34:30 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:34:30 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
188.165.15.119 - - [09/Feb/2015:12:36:05 +0800] "GET /sxzn/foreground/listDataOfMD.action?id=73 HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:37:50 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:37:50 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.69.139 - - [09/Feb/2015:12:38:18 +0800] "GET /http_type/tm/html/docments/LT51220382006202IKR00%20Metadata.htm HTTP/1.1" 404 259
61.149.81.22 - - [09/Feb/2015:12:40:01 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:40:01 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:12:42:49 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:42:49 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:12:44:47 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:44:47 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
220.181.108.99 - - [09/Feb/2015:12:47:05 +0800] "GET /sxzn/foreground/viewMetadata.action?id=131 HTTP/1.1" 200 9170
61.149.81.22 - - [09/Feb/2015:12:47:49 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:47:49 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
111.30.132.148 - - [09/Feb/2015:12:48:20 +0800] "GET / HTTP/1.1" 302 -
111.161.61.49 - - [09/Feb/2015:12:48:20 +0800] "GET / HTTP/1.1" 302 -
123.151.176.198 - - [09/Feb/2015:12:48:20 +0800] "GET /zszx/map/photo/90huangtu/pm.bmp HTTP/1.1" 200 867098
123.151.176.198 - - [09/Feb/2015:12:48:39 +0800] "GET /zszx/map/photo/yixian/topoline.bmp HTTP/1.1" 200 867098
180.76.4.247 - - [09/Feb/2015:12:49:11 +0800] "GET / HTTP/1.1" 302 -
202.46.62.128 - - [09/Feb/2015:12:49:12 +0800] "GET /http_type/tm/html/docments/LT51200381995110XXX00%20Metadata.htm HTTP/1.1" 404 259
123.151.176.198 - - [09/Feb/2015:12:49:42 +0800] "GET /zszx/map/photo/90huangtu/rain.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [09/Feb/2015:12:49:43 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:49:43 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
123.151.176.198 - - [09/Feb/2015:12:50:11 +0800] "GET /zszx/map/photo/80huagtu/plhnjmsl.bmp HTTP/1.1" 200 867098
123.151.176.198 - - [09/Feb/2015:12:50:23 +0800] "GET /zszx/map/photo/50huangtu/plthnmd.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [09/Feb/2015:12:52:51 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:52:51 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
188.165.15.241 - - [09/Feb/2015:12:53:15 +0800] "GET /sxzn/foreground/listDataOfMD.action?id=23 HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:54:46 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:54:46 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
123.151.176.198 - - [09/Feb/2015:12:55:25 +0800] "-" 408 -
61.149.81.22 - - [09/Feb/2015:12:57:51 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:57:51 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:12:59:29 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:59:29 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.69.155 - - [09/Feb/2015:13:01:41 +0800] "GET / HTTP/1.1" 302 -
66.249.69.171 - - [09/Feb/2015:13:01:42 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
61.149.81.22 - - [09/Feb/2015:13:02:50 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:02:50 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:13:04:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:04:57 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.69.171 - - [09/Feb/2015:13:07:43 +0800] "GET /zszx/index2.asp HTTP/1.1" 404 1000
61.149.81.22 - - [09/Feb/2015:13:07:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:07:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:13:09:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:10:00 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
111.206.71.98 - - [09/Feb/2015:13:11:10 +0800] "GET / HTTP/1.1" 302 -
220.181.108.174 - - [09/Feb/2015:13:12:09 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:12:49 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:12:49 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
188.165.15.29 - - [09/Feb/2015:13:12:57 +0800] "GET /sxzn/foreground/viewMetadata.action?id=120 HTTP/1.1" 200 9483
121.232.128.50 - - [09/Feb/2015:13:13:10 +0800] "GET http://www.baidu.com/ HTTP/1.1" 302 -
121.232.128.50 - - [09/Feb/2015:13:13:10 +0800] "GET http://www.baidu.com/sxzn/index.action HTTP/1.1" 200 18501
61.149.81.22 - - [09/Feb/2015:13:14:30 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:14:30 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:13:17:49 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:17:49 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
188.165.15.227 - - [09/Feb/2015:13:19:33 +0800] "GET /sxzn/foreground/browseMetadata.action?d-49747-p=11 HTTP/1.1" 200 23169
61.149.81.22 - - [09/Feb/2015:13:19:58 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:20:01 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:13:22:50 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:22:50 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:13:24:59 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:24:59 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.69.155 - - [09/Feb/2015:13:26:33 +0800] "GET /zszx/top1.htm HTTP/1.1" 200 3084
61.149.81.22 - - [09/Feb/2015:13:27:50 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:27:50 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.148.223.254 - - [09/Feb/2015:13:28:54 +0800] "GET /zszx/sdb2-tx.htm HTTP/1.1" 200 34499
61.148.223.254 - - [09/Feb/2015:13:28:54 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.148.198.242 - - [09/Feb/2015:13:29:23 +0800] "GET /zszx/map/photo/as-xian/%CD%C1%B5%D8%C0%E0%D0%CD.bmp HTTP/1.1" 404 1108
61.149.81.22 - - [09/Feb/2015:13:29:40 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:29:40 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
223.72.161.174 - - [09/Feb/2015:13:31:34 +0800] "GET /zszx/sdb2-tx.htm HTTP/1.1" 200 34499
61.149.81.22 - - [09/Feb/2015:13:32:50 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:32:50 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.148.223.254 - - [09/Feb/2015:13:33:28 +0800] "GET /zszx/map/photo/as-xian/land_resource.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [09/Feb/2015:13:34:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:34:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:13:37:49 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:37:49 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:13:39:27 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:39:28 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:13:42:49 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:42:49 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:13:44:41 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:44:44 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:13:47:50 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:47:50 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:13:49:42 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:49:42 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:13:52:55 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:52:55 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.69.171 - - [09/Feb/2015:13:54:04 +0800] "GET /http_type/tm/html/docments/LT51210372007214IKR00%20Metadata.htm HTTP/1.1" 404 259
61.149.81.22 - - [09/Feb/2015:13:54:34 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:54:34 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
111.206.71.81 - - [09/Feb/2015:13:56:44 +0800] "GET / HTTP/1.1" 302 -
220.181.108.157 - - [09/Feb/2015:13:56:48 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:57:50 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:57:50 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:13:59:44 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:13:59:47 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
111.85.113.209 - - [09/Feb/2015:14:02:38 +0800] "POST / HTTP/1.1" 302 -
111.85.113.209 - - [09/Feb/2015:14:02:38 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18522
61.149.81.22 - - [09/Feb/2015:14:02:50 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:02:50 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.160.213.110 - - [09/Feb/2015:14:06:23 +0800] "GET http://www.baidu.com/ HTTP/1.1" 302 -
61.160.213.110 - - [09/Feb/2015:14:06:24 +0800] "GET http://www.baidu.com/sxzn/index.action HTTP/1.1" 200 18501
112.227.139.174 - - [09/Feb/2015:14:06:43 +0800] "GET /zszx/map/photo/yixian/dem.bmp HTTP/1.1" 200 867098
188.165.15.99 - - [09/Feb/2015:14:07:09 +0800] "GET /sxzn/foreground/viewMetadata.action?id=216 HTTP/1.1" 200 9622
61.149.81.22 - - [09/Feb/2015:14:07:49 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:07:49 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
121.232.21.206 - - [09/Feb/2015:14:08:15 +0800] "GET http://www.baidu.com/ HTTP/1.1" 302 -
121.232.21.206 - - [09/Feb/2015:14:08:15 +0800] "GET http://www.baidu.com/sxzn/index.action HTTP/1.1" 200 18501
61.149.81.22 - - [09/Feb/2015:14:09:37 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:09:40 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:14:09:57 +0800] "-" 408 -
61.149.81.22 - - [09/Feb/2015:14:12:49 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:12:49 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:14:14:32 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:14:35 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
58.32.214.176 - - [09/Feb/2015:14:16:21 +0800] "GET / HTTP/1.1" 302 -
58.32.214.176 - - [09/Feb/2015:14:16:21 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:14:17:49 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:17:49 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
188.165.15.21 - - [09/Feb/2015:14:18:01 +0800] "GET /sxzn/foreground/viewMetadata.action?id=136 HTTP/1.1" 200 9117
68.180.228.88 - - [09/Feb/2015:14:18:19 +0800] "GET /sxzn/foreground/selectResult.jsp HTTP/1.1" 200 6043
61.149.81.22 - - [09/Feb/2015:14:19:39 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:19:39 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:14:22:49 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:22:49 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:14:24:32 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:24:32 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
58.32.214.176 - - [09/Feb/2015:14:26:00 +0800] "GET / HTTP/1.1" 302 -
58.32.214.176 - - [09/Feb/2015:14:26:00 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:14:27:51 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:27:51 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
218.28.80.226 - - [09/Feb/2015:14:28:07 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.149.81.22 - - [09/Feb/2015:14:32:50 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:32:50 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
182.125.216.6 - - [09/Feb/2015:14:33:42 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.149.81.22 - - [09/Feb/2015:14:34:40 +0800] "-" 408 -
61.149.81.22 - - [09/Feb/2015:14:34:52 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:34:52 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.69.171 - - [09/Feb/2015:14:36:08 +0800] "GET / HTTP/1.1" 302 -
66.249.69.139 - - [09/Feb/2015:14:36:09 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
61.149.81.22 - - [09/Feb/2015:14:37:49 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:37:49 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:14:39:33 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:39:33 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:14:42:49 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:42:49 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:14:44:30 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:44:33 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
122.227.226.102 - - [09/Feb/2015:14:47:43 +0800] "GET /szwyadmin/images/1001.jpg HTTP/1.1" 404 1030
61.149.81.22 - - [09/Feb/2015:14:47:49 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:47:49 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
180.76.4.159 - - [09/Feb/2015:14:49:25 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:49:45 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:49:45 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
219.142.70.252 - - [09/Feb/2015:14:51:02 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.149.81.22 - - [09/Feb/2015:14:52:49 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:52:49 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:14:54:46 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:54:46 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [09/Feb/2015:14:57:51 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:57:51 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
58.32.236.116 - - [09/Feb/2015:14:57:59 +0800] "GET /zszx/handbook/handbook2.htm HTTP/1.1" 200 228934
61.149.81.22 - - [09/Feb/2015:14:59:39 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:14:59:39 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
180.76.5.193 - - [09/Feb/2015:15:01:41 +0800] "GET /clim/index.jsp HTTP/1.1" 302 -
180.76.5.74 - - [09/Feb/2015:15:01:41 +0800] "GET /clim/advanced/index.jsp HTTP/1.1" 200 723
180.76.6.28 - - [09/Feb/2015:15:01:41 +0800] "GET /sxzn/inc/topFrame.jsp HTTP/1.1" 200 2479
180.76.6.132 - - [09/Feb/2015:15:01:41 +0800] "GET /clim/advanced/blackPage.jsp HTTP/1.1" 200 -
180.76.5.69 - - [09/Feb/2015:15:01:42 +0800] "GET /clim/advanced/left.jsp HTTP/1.1" 200 20497
180.76.5.197 - - [09/Feb/2015:15:01:42 +0800] "GET /clim/climintro.jsp HTTP/1.1" 200 3270
180.76.5.196 - - [09/Feb/2015:15:01:42 +0800] "GET /clim/advanced/blackPage.jsp HTTP/1.1" 200 -
180.76.5.143 - - [09/Feb/2015:15:01:42 +0800] "GET /clim/ HTTP/1.1" 302 -
180.76.5.63 - - [09/Feb/2015:15:01:42 +0800] "GET /clim/advanced/index.jsp HTTP/1.1" 200 723
157.55.39.124 - - [09/Feb/2015:15:02:07 +0800] "GET /clim/images/climintro2.jpg HTTP/1.1" 200 11519
220.181.132.215 - - [09/Feb/2015:15:02:42 +0800] "GET / HTTP/1.1" 302 -
220.181.132.215 - - [09/Feb/2015:15:02:43 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
61.149.81.22 - - [09/Feb/2015:15:02:50 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:15:02:50 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
101.199.108.54 - - [09/Feb/2015:15:02:58 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
101.199.108.54 - - [09/Feb/2015:15:02:59 +0800] "GET /sxzn/css/index.css HTTP/1.1" 200 1730
101.199.108.54 - - [09/Feb/2015:15:02:59 +0800] "GET /sxzn/css/layout.css HTTP/1.1" 200 6591
61.149.81.22 - - [09/Feb/2015:15:04:52 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:15:04:52 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
