115.60.132.229 - - [12/Aug/2016:00:00:44 +0800] "GET /stat/images/m2.jpg HTTP/1.1" 404 1009
101.199.108.55 - - [12/Aug/2016:15:58:33 +0800] "GET /sxzn/js/gen_validatorv31.js HTTP/1.1" 200 20040
101.199.112.51 - - [12/Aug/2016:15:58:45 +0800] "GET /sxzn/foreground/downloadDataDocument.action?id=2371 HTTP/1.1" 302 -
101.199.112.51 - - [12/Aug/2016:15:58:45 +0800] "GET /sxzn/login.action;jsessionid=DD4C4D77F73279842F0A750AE0D8F1D7 HTTP/1.1" 200 7319
101.199.112.51 - - [12/Aug/2016:15:58:45 +0800] "GET /sxzn/css/login.css HTTP/1.1" 200 199
101.199.112.51 - - [12/Aug/2016:15:58:45 +0800] "GET /sxzn/css/index.css HTTP/1.1" 200 1730
101.199.112.51 - - [12/Aug/2016:15:58:45 +0800] "GET /sxzn/css/layout.css HTTP/1.1" 200 6591
101.199.112.51 - - [12/Aug/2016:15:58:45 +0800] "GET /sxzn/js/gen_validatorv31.js HTTP/1.1" 200 20040
220.181.132.216 - - [12/Aug/2016:15:58:50 +0800] "GET /sxzn/foreground/downloadDataDocument.action?id=2378 HTTP/1.1" 302 -
220.181.132.216 - - [12/Aug/2016:15:58:50 +0800] "GET /sxzn/login.action;jsessionid=4698586A8E45880E2431205F1C29ED0A HTTP/1.1" 200 7451
58.32.44.98 - - [12/Aug/2016:15:59:03 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:15:59:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
220.181.132.197 - - [12/Aug/2016:15:59:08 +0800] "GET /sxzn/foreground/downloadDataDocument.action?id=2378 HTTP/1.1" 302 -
220.181.132.197 - - [12/Aug/2016:15:59:08 +0800] "GET /sxzn/login.action;jsessionid=92CA60BCC4847CF5C9350526FF9B7542 HTTP/1.1" 200 7319
220.181.132.197 - - [12/Aug/2016:15:59:08 +0800] "GET /sxzn/css/login.css HTTP/1.1" 200 199
220.181.132.197 - - [12/Aug/2016:15:59:08 +0800] "GET /sxzn/css/index.css HTTP/1.1" 200 1730
220.181.132.197 - - [12/Aug/2016:15:59:08 +0800] "GET /sxzn/css/layout.css HTTP/1.1" 200 6591
220.181.132.197 - - [12/Aug/2016:15:59:08 +0800] "GET /sxzn/js/gen_validatorv31.js HTTP/1.1" 200 20040
42.156.138.104 - - [12/Aug/2016:15:59:14 +0800] "GET /sxzn/foreground/viewMetadata.action?id=1 HTTP/1.1" 200 9087
42.156.137.104 - - [12/Aug/2016:15:59:15 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=53286A268551380B453FEDF58024B3C7 HTTP/1.1" 200 26368
113.200.245.38 - - [12/Aug/2016:15:54:27 +0800] "GET /sxzn/foreground/downloadDataFile.action?id=2371 HTTP/1.1" 200 45629533
61.149.81.22 - - [12/Aug/2016:16:00:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:16:00:57 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
113.95.12.85 - - [12/Aug/2016:16:02:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:16:02:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:16:02:37 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2C0C9FB8833F7614487B203ED6B98518 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:16:02:38 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B195D62EAFF05859112A5C62E2711211 HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:16:03:07 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:16:03:07 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.180.240.143 - - [12/Aug/2016:16:03:36 +0800] "GET /zszx/map/photo/80huagtu/plwkxsl.bmp HTTP/1.1" 200 867098
58.32.44.98 - - [12/Aug/2016:16:04:02 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:16:04:03 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
101.67.8.218 - - [12/Aug/2016:16:05:04 +0800] "GET http://captchas.wanmei.com/captcha/wanmeiDomainCaptcha?appId=a7ff0a2c19dd4082a71bc2c826b003a2&r=0.5020776215813692 HTTP/1.1" 404 1036
61.149.81.22 - - [12/Aug/2016:16:05:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:16:05:57 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
42.156.138.104 - - [12/Aug/2016:16:06:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6BCB8D0D485E40D1EE7CC1E8E7D13E45 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:16:06:17 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=99AC92AA9966AAAE207908444FEC3D99 HTTP/1.1" 200 26368
113.95.12.85 - - [12/Aug/2016:16:07:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:16:07:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:16:08:05 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:16:08:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.180.240.143 - - [12/Aug/2016:16:08:37 +0800] "-" 408 -
172.82.166.210 - - [12/Aug/2016:16:08:58 +0800] "GET http://www.baidu.com/cache/global/img/gs.gif HTTP/1.1" 404 221
58.32.44.98 - - [12/Aug/2016:16:09:04 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:16:09:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [12/Aug/2016:16:10:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:16:10:57 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
113.95.12.85 - - [12/Aug/2016:16:12:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:16:12:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:16:12:15 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E783EBD64FB8798939AA6654EC1F2DF3 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:16:12:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=185C6E6041F5FE393B7885FDB37E935F HTTP/1.1" 200 26368
182.254.154.72 - - [12/Aug/2016:16:12:25 +0800] "GET http://115.159.79.85/check_proxy.php HTTP/1.1" 404 1000
111.192.102.34 - - [12/Aug/2016:16:13:06 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:16:13:06 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
221.11.67.251 - - [12/Aug/2016:16:13:30 +0800] "GET /favicon.ico HTTP/1.1" 404 988
58.32.44.98 - - [12/Aug/2016:16:14:03 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:16:14:03 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:16:14:15 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A2672D58BDA412F53D45701E9CC974E7 HTTP/1.1" 200 26368
23.251.40.103 - - [12/Aug/2016:16:15:19 +0800] "GET http://www.proxy-listen.de/azenv.php HTTP/1.1" 404 982
61.149.81.22 - - [12/Aug/2016:16:15:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:16:15:57 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
93.158.215.101 - - [12/Aug/2016:16:16:15 +0800] "GET / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:16:17:03 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:16:17:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:16:17:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4A00E2878EFC01B5AE8F05EFA2B3688B HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:16:17:17 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A304255D8EB9316ECFE8E1A88521C4EF HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:16:18:05 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:16:18:06 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [12/Aug/2016:16:19:03 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:16:19:03 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:16:20:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3AF9ED426D7261BC8F2848AE58597D16 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:16:20:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B17CD41513CF5A9143472AFD576EF84E HTTP/1.1" 200 26368
111.206.71.60 - - [12/Aug/2016:16:20:44 +0800] "GET /clim/images/pretty2.jpg HTTP/1.1" 200 23317
61.149.81.22 - - [12/Aug/2016:16:20:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:16:20:57 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
113.95.12.85 - - [12/Aug/2016:16:22:03 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:16:22:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:16:23:04 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:16:23:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET / HTTP/1.1" 302 -
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/css/index.css HTTP/1.1" 200 1730
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/css/layout.css HTTP/1.1" 200 6591
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/images/doc_02.gif HTTP/1.1" 200 55
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/images/banner.jpg HTTP/1.1" 200 38590
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/images/icon.gif HTTP/1.1" 200 119
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/rand.action HTTP/1.1" 200 1272
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/images/new.gif HTTP/1.1" 200 1816
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/images/Search_icon.gif HTTP/1.1" 200 344
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/images/new1.gif HTTP/1.1" 200 1724
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/images/point.gif HTTP/1.1" 200 134
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/images/leftSubTitle_bg.gif HTTP/1.1" 200 53
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/images/options.png HTTP/1.1" 200 615
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/images/bg.jpg HTTP/1.1" 200 19679
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/images/zh-cn.gif HTTP/1.1" 200 891
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/images/yonghu.jpg HTTP/1.1" 200 31309
27.45.178.48 - - [12/Aug/2016:16:23:12 +0800] "GET /sxzn/images/banner_home.jpg HTTP/1.1" 200 50428
27.45.178.48 - - [12/Aug/2016:16:23:13 +0800] "GET /favicon.ico HTTP/1.1" 404 988
182.139.182.122 - - [12/Aug/2016:16:23:41 +0800] "GET /zszx/map/photo/50huangtu/trqsqht.bmp HTTP/1.1" 200 867098
58.32.44.98 - - [12/Aug/2016:16:24:03 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:16:24:03 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:16:24:05 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4E3EAD025BD90D81A16F439E74F9E956 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:16:24:07 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F96CA97280FE8C713A20EC1A9216864C HTTP/1.1" 200 26368
180.76.15.137 - - [12/Aug/2016:16:25:51 +0800] "GET /http_type/tm/docments/LT51180271995256AAA01%20Metadata.htm HTTP/1.1" 200 16134
61.149.81.22 - - [12/Aug/2016:16:25:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:16:25:57 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
101.226.66.172 - - [12/Aug/2016:16:26:18 +0800] "GET / HTTP/1.1" 302 -
101.226.66.172 - - [12/Aug/2016:16:26:18 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
113.95.12.85 - - [12/Aug/2016:16:27:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:16:27:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:16:27:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=82B1701CD38DB1027AE33B29C5BE4945 HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:16:28:05 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:16:28:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [12/Aug/2016:16:29:03 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:16:29:03 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
222.90.79.172 - - [12/Aug/2016:16:29:07 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.149.81.22 - - [12/Aug/2016:16:29:55 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:16:29:55 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18819
42.156.138.104 - - [12/Aug/2016:16:30:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0198EBDE6674C032C65A9EB7D482E25E HTTP/1.1" 200 26368
61.149.81.22 - - [12/Aug/2016:16:30:57 +0800] "GET / HTTP/1.1" 302 -
42.156.137.104 - - [12/Aug/2016:16:30:57 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9EBD0B62CBC967273ABEE714377F072C HTTP/1.1" 200 26368
42.156.139.104 - - [12/Aug/2016:16:30:57 +0800] "GET /sxzn/foreground/listDataOfMD.action?id=2 HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:16:30:57 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
42.156.139.104 - - [12/Aug/2016:16:30:57 +0800] "GET /sxzn/login.action;jsessionid=6A2AD28F23E80FA083351E05DB1F7A29 HTTP/1.1" 200 7451
42.156.136.104 - - [12/Aug/2016:16:31:00 +0800] "GET /sxzn/login.action;jsessionid=6A2AD28F23E80FA083351E05DB1F7A29 HTTP/1.1" 200 7451
113.95.12.85 - - [12/Aug/2016:16:32:03 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:16:32:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
60.249.19.226 - - [12/Aug/2016:16:31:47 +0800] "GET /zszx/handbook/notes.docs/image003.jpg HTTP/1.1" 200 13755
66.249.79.167 - - [12/Aug/2016:16:32:17 +0800] "GET / HTTP/1.1" 302 -
66.249.79.167 - - [12/Aug/2016:16:32:29 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
111.192.102.34 - - [12/Aug/2016:16:33:04 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:16:33:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [12/Aug/2016:16:34:02 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:16:34:03 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:16:34:15 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B8280A065C0D6B9B7C25EBACCB125654 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:16:34:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D7B4D76603FC75996E33A52F17E5A759 HTTP/1.1" 200 26368
61.149.81.22 - - [12/Aug/2016:16:35:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:16:35:57 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
221.0.106.147 - - [12/Aug/2016:16:36:45 +0800] "GET /zszx/map/photo/80huagtu/plhnjmsl.bmp HTTP/1.1" 200 867098
221.0.106.147 - - [12/Aug/2016:16:36:46 +0800] "GET /zszx/map/photo/yixian/topoline.bmp HTTP/1.1" 200 867098
221.0.106.147 - - [12/Aug/2016:16:36:47 +0800] "GET /zszx/map/photo/50huangtu/lxfrmczl.com HTTP/1.1" 200 867098
221.0.106.147 - - [12/Aug/2016:16:36:48 +0800] "GET /zszx/map/photo/50huangtu/xlpjt.bmp HTTP/1.1" 200 867098
221.0.106.147 - - [12/Aug/2016:16:36:50 +0800] "GET /zszx/map/photo/50huangtu/zlkdwc.bmp HTTP/1.1" 200 867098
113.95.12.85 - - [12/Aug/2016:16:37:03 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:16:37:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:16:37:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=666D0FC12AA004120624DB9F96737568 HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:16:38:04 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:16:38:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [12/Aug/2016:16:39:04 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:16:39:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
68.180.231.62 - - [12/Aug/2016:16:39:53 +0800] "GET /sxzn/foreground/viewMetadata.action?id=60 HTTP/1.1" 200 9386
158.132.171.60 - - [12/Aug/2016:16:39:58 +0800] "GET /clim/images/climintro2.jpg HTTP/1.1" 200 11519
61.149.81.22 - - [12/Aug/2016:16:40:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:16:40:57 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
42.156.138.104 - - [12/Aug/2016:16:41:16 +0800] "GET /sxzn/foreground/viewMetadata.action?id=19 HTTP/1.1" 200 9552
42.156.137.104 - - [12/Aug/2016:16:41:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5210F807D254D9F4169AC9E53B0E35EF HTTP/1.1" 200 26368
42.156.139.104 - - [12/Aug/2016:16:41:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0C36F0E3B90DFC0EBEDFD4E677FD9E61 HTTP/1.1" 200 26368
113.95.12.85 - - [12/Aug/2016:16:42:03 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:16:42:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:16:43:04 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:16:43:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [12/Aug/2016:16:44:03 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:16:44:03 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
68.180.231.62 - - [12/Aug/2016:16:44:09 +0800] "GET /sxzn/foreground/listDataOfMD.action?id=60 HTTP/1.1" 302 -
68.180.231.62 - - [12/Aug/2016:16:44:15 +0800] "GET /sxzn/login.action;jsessionid=2C557287DC944251F6C036DADD0C98F0 HTTP/1.1" 200 7451
42.156.138.104 - - [12/Aug/2016:16:44:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1722FD5B6805E5DA10D33027D5F9CE8C HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:16:44:37 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=425E5E0FC2B3743919E108AF608962FE HTTP/1.1" 200 26368
61.149.81.22 - - [12/Aug/2016:16:45:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:16:45:57 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
46.229.164.102 - - [12/Aug/2016:16:46:50 +0800] "GET /robots.txt HTTP/1.1" 200 68
113.95.12.85 - - [12/Aug/2016:16:47:03 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:16:47:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:16:48:05 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:16:48:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:16:48:15 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4070656677B03AFED2590CD41E1DD9A7 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:16:48:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=11AC54909EA1300A24CC432C359D0DF7 HTTP/1.1" 200 26368
58.32.44.98 - - [12/Aug/2016:16:49:03 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:16:49:03 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
114.112.31.176 - - [12/Aug/2016:16:49:28 +0800] "GET /manager/html HTTP/1.1" 404 991
61.149.81.22 - - [12/Aug/2016:16:50:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:16:50:57 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
42.156.138.104 - - [12/Aug/2016:16:51:56 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3F2909B47D66FFE045F61169CBDCAF40 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:16:51:56 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=48397734C04AAD3C356443B61B6EFF9F HTTP/1.1" 200 26368
113.95.12.85 - - [12/Aug/2016:16:52:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:16:52:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:16:53:04 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:16:53:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
40.77.167.63 - - [12/Aug/2016:16:53:16 +0800] "GET /sxzn/js/functions.js HTTP/1.1" 200 4378
157.55.39.188 - - [12/Aug/2016:16:53:52 +0800] "GET /sxzn/js/gen_validatorv31.js HTTP/1.1" 200 20040
58.32.44.98 - - [12/Aug/2016:16:54:02 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:16:54:03 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:16:55:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2ABDCA3E5046D65969C9D751708FAD92 HTTP/1.1" 200 26368
61.160.213.163 - - [12/Aug/2016:16:55:17 +0800] "CONNECT www.4008823823.com.cn:443 HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:16:55:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:16:55:57 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
113.95.12.85 - - [12/Aug/2016:16:57:03 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:16:57:03 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:16:58:05 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:16:58:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:16:58:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=FE78768744C81EF02999CD5A71DF7FB4 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:16:58:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=EDD2E976F3D2CB6A159384BADF97090B HTTP/1.1" 200 26368
42.156.139.104 - - [12/Aug/2016:16:58:56 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=DD0497BAB2B77D7196F1CF4CCF1784D3 HTTP/1.1" 200 26368
58.32.44.98 - - [12/Aug/2016:16:59:04 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:16:59:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
68.180.231.62 - - [12/Aug/2016:16:59:53 +0800] "GET /sxzn/foreground/listDataOfMD.action?id=134 HTTP/1.1" 302 -
68.180.231.62 - - [12/Aug/2016:17:00:08 +0800] "GET /sxzn/login.action;jsessionid=D003D6E315112086009B17DE36B2CCB1 HTTP/1.1" 200 7451
61.149.81.22 - - [12/Aug/2016:17:00:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:17:00:57 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
68.180.231.62 - - [12/Aug/2016:17:01:08 +0800] "GET /sxzn/foreground/listDataOfMD.action?id=11 HTTP/1.1" 302 -
68.180.231.62 - - [12/Aug/2016:17:01:30 +0800] "GET /sxzn/login.action;jsessionid=9901CB47C75B2D00CFF6FD9544D64C10 HTTP/1.1" 200 7451
113.95.12.85 - - [12/Aug/2016:17:02:03 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:17:02:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:17:02:15 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B92545BDD5DD0078324C3D60BE09D756 HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:17:03:04 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:17:03:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [12/Aug/2016:17:04:03 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:17:04:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
